nios2-terminal: connected to hardware target using JTAG UART on cable,,,,,
[INFO] 1280,640,7626,254,0,0
[INFO] 1282,641,7630,254,0,0
[INFO] 1284,642,7633,254,0,0
[INFO] 1286,643,7638,254,0,0
[INFO] 1288,644,7639,254,0,0
[INFO] 1290,645,7646,254,0,0
[INFO] 1292,646,7652,254,0,0
[INFO] 1294,647,7712,254,0,0
[INFO] 1296,648,7668,254,0,0
[INFO] 1298,649,7689,254,0,0
[INFO] 1300,650,7680,254,0,0
[INFO] 1302,651,7684,254,0,0
[INFO] 1304,652,7686,254,0,0
[INFO] 1306,653,7688,254,0,0
[INFO] 1308,654,7687,254,0,0
[INFO] 1310,655,7690,254,0,0
[INFO] 1312,656,7694,254,0,0
[INFO] 1314,657,7697,254,0,0
[INFO] 1316,658,7698,254,0,0
[INFO] 1318,659,7709,254,0,0
[INFO] 1320,660,7713,254,0,0
[INFO] 1322,661,7712,254,0,0
[INFO] 1324,662,7717,254,0,0
[INFO] 1326,663,7726,254,0,0
[INFO] 1328,664,7731,254,0,0
[INFO] 1330,665,7730,254,0,0
[INFO] 1332,666,7735,254,0,0
[INFO] 1334,667,7740,254,0,0
[INFO] 1336,668,7743,254,0,0
[INFO] 1338,669,7758,254,0,0
[INFO] 1340,670,7748,254,0,0
[INFO] 1342,671,7758,254,0,0
[INFO] 1344,672,7757,254,0,0
[INFO] 1346,673,7765,254,0,0
[INFO] 1348,674,7769,254,0,0
[INFO] 1350,675,7774,254,0,0
[INFO] 1352,676,7777,254,0,0
[INFO] 1354,677,7782,254,0,0
[INFO] 1356,678,7782,254,0,0
[INFO] 1358,679,7791,254,0,0
[INFO] 1360,680,7791,254,0,0
[INFO] 1362,681,7795,254,0,0
[INFO] 1364,682,7807,254,0,0
[INFO] 1366,683,7795,254,0,0
[INFO] 1368,684,7803,254,0,0
[INFO] 1370,685,7812,254,0,0
[INFO] 1372,686,7816,254,0,0
[INFO] 1374,687,7818,254,0,0
[INFO] 1376,688,7825,254,0,0
[INFO] 1378,689,7824,254,0,0
[INFO] 1380,690,7828,254,0,0
[INFO] 1382,691,7835,254,0,0
[INFO] 1384,692,7840,254,0,0
[INFO] 1386,693,7843,254,0,0
[INFO] 1388,694,7846,254,0,0
[INFO] 1390,695,7852,254,0,0
[INFO] 1392,696,7853,254,0,0
[INFO] 1394,697,7859,254,0,0
[INFO] 1396,698,7866,254,0,0
[INFO] 1398,699,7867,254,0,0
[INFO] 1400,700,7872,254,0,0
[INFO] 1402,701,7869,254,0,0
[INFO] 1404,702,7875,254,0,0
[INFO] 1406,703,7877,254,0,0
[INFO] 1408,704,7882,254,0,0
[INFO] 1410,705,7889,254,0,0
[INFO] 1412,706,7891,254,0,0
[INFO] 1414,707,7894,254,0,0
[INFO] 1416,708,7896,254,0,0
[INFO] 1418,709,7900,254,0,0
[INFO] 1420,710,7908,254,0,0
[INFO] 1422,711,7908,254,0,0
[INFO] 1424,712,7911,254,0,0
[INFO] 1426,713,7917,254,0,0
[INFO] 1428,714,7922,254,0,0
[INFO] 1430,715,7912,254,0,0
[INFO] 1432,716,7922,254,0,0
[INFO] 1434,717,7930,254,0,0
[INFO] 1436,718,7933,254,0,0
[INFO] 1438,719,7939,254,0,0
[INFO] 1440,720,7941,254,0,0
[INFO] 1442,721,7945,254,0,0
[INFO] 1444,722,7952,254,0,0
[INFO] 1446,723,7957,254,0,0
[INFO] 1448,724,7956,254,0,0
[INFO] 1450,725,7959,254,0,0
[INFO] 1452,726,7960,254,0,0
[INFO] 1454,727,7964,254,0,0
[INFO] 1456,728,7971,254,0,0
[INFO] 1458,729,7968,254,0,0
[INFO] 1460,730,7975,254,0,0
[INFO] 1462,731,7980,254,0,0
[INFO] 1464,732,7989,254,0,0
[INFO] 1466,733,7986,254,0,0
[INFO] 1468,734,7990,254,0,0
[INFO] 1470,735,7993,254,0,0
[INFO] 1472,736,7995,254,0,0
[INFO] 1474,737,8001,254,0,0
[INFO] 1476,738,8003,254,0,0
[INFO] 1478,739,8006,254,0,0
[INFO] 1480,740,8010,254,0,0
[INFO] 1482,741,8013,254,0,0
[INFO] 1484,742,8017,254,0,0
[INFO] 1486,743,8024,254,0,0
[INFO] 1488,744,8032,254,0,0
[INFO] 1490,745,8040,255,0,0
[INFO] 1492,746,8030,254,0,0
[INFO] 1494,747,8041,254,0,0
[INFO] 1496,748,8042,254,0,0
[INFO] 1498,749,8041,254,0,0
[INFO] 1500,750,8042,254,0,0
[INFO] 1502,751,8043,254,0,0
[INFO] 1504,752,8046,254,0,0
[INFO] 1506,753,8051,254,0,0
[INFO] 1508,754,8052,254,0,0
[INFO] 1510,755,8054,254,0,0
[INFO] 1512,756,8061,254,0,0
[INFO] 1514,757,8064,254,0,0
[INFO] 1516,758,8067,254,0,0
[INFO] 1518,759,8071,254,0,0
[INFO] 1520,760,8072,254,0,0
[INFO] 1522,761,8076,254,0,0
[INFO] 1524,762,8079,254,0,0
[INFO] 1526,763,8082,254,0,0
[INFO] 1528,764,8087,254,0,0
[INFO] 1530,765,8091,254,0,0
[INFO] 1532,766,8090,254,0,0
[INFO] 1534,767,8097,254,0,0
[INFO] 1536,768,8100,254,0,0
[INFO] 1538,769,8101,254,0,0
[INFO] 1540,770,8107,254,0,0
[INFO] 1542,771,8108,254,0,0
[INFO] 1544,772,8112,254,0,0
[INFO] 1546,773,8114,254,0,0
[INFO] 1548,774,8119,254,0,0
[INFO] 1550,775,8119,254,0,0
[INFO] 1552,776,8124,254,0,0
[INFO] 1554,777,8137,254,0,0
[INFO] 1556,778,8127,254,0,0
[INFO] 1558,779,8131,254,0,0
[INFO] 1560,780,8133,254,0,0
[INFO] 1562,781,8138,254,0,0
[INFO] 1564,782,8141,254,0,0
[INFO] 1566,783,8144,254,0,0
[INFO] 1568,784,8150,254,0,0
[INFO] 1570,785,8148,254,0,0
[INFO] 1572,786,8151,254,0,0
[INFO] 1574,787,8158,254,0,0
[INFO] 1576,788,8157,254,0,0
[INFO] 1578,789,8160,254,0,0
[INFO] 1580,790,8165,254,0,0
[INFO] 1582,791,8167,254,0,0
[INFO] 1584,792,8175,254,0,0
[INFO] 1586,793,8177,254,0,0
[INFO] 1588,794,8174,254,0,0
[INFO] 1590,795,8181,254,0,0
[INFO] 1592,796,8183,254,0,0
[INFO] 1594,797,8186,254,0,0
[INFO] 1596,798,8187,254,0,0
[INFO] 1598,799,8195,254,0,0
[INFO] 1600,800,8192,254,0,0
[INFO] 1602,801,8195,254,0,0
[INFO] 1604,802,8199,254,0,0
[INFO] 1606,803,8200,254,0,0
[INFO] 1608,804,8205,254,0,0
[INFO] 1610,805,8205,254,0,0
[INFO] 1612,806,8212,254,0,0
[INFO] 1614,807,8214,254,0,0
[INFO] 1616,808,8216,254,0,0
[INFO] 1618,809,8219,254,0,0
[INFO] 1620,810,8220,254,0,0
[INFO] 1622,811,8222,254,0,0
[INFO] 1624,812,8228,254,0,0
[INFO] 1626,813,8228,254,0,0
[INFO] 1628,814,8233,254,0,0
[INFO] 1630,815,8235,254,0,0
[INFO] 1632,816,8239,254,0,0
[INFO] 1634,817,8241,254,0,0
[INFO] 1636,818,8242,254,0,0
[INFO] 1638,819,8246,254,0,0
[INFO] 1640,820,8252,254,0,0
[INFO] 1642,821,8251,254,0,0
[INFO] 1644,822,8262,254,0,0
[INFO] 1646,823,8250,254,0,0
[INFO] 1648,824,8260,254,0,0
[INFO] 1650,825,8260,254,0,0
[INFO] 1652,826,8266,254,0,0
[INFO] 1654,827,8269,254,0,0
[INFO] 1656,828,8270,254,0,0
[INFO] 1658,829,8280,254,0,0
[INFO] 1660,830,8275,254,0,0
[INFO] 1662,831,8278,254,0,0
[INFO] 1664,832,8280,254,0,0
[INFO] 1666,833,8284,254,0,0
[INFO] 1668,834,8285,254,0,0
[INFO] 1670,835,8287,254,0,0
[INFO] 1672,836,8289,254,0,0
[INFO] 1674,837,8295,254,0,0
[INFO] 1676,838,8337,254,0,0
[INFO] 1678,839,8304,254,0,0
[INFO] 1680,840,8323,254,0,0
[INFO] 1682,841,8311,254,0,0
[INFO] 1684,842,8317,254,0,0
[INFO] 1686,843,8316,254,0,0
[INFO] 1688,844,8315,254,0,0
[INFO] 1690,845,8318,254,0,0
[INFO] 1692,846,8316,254,0,0
[INFO] 1694,847,8319,254,0,0
[INFO] 1696,848,8321,254,0,0
[INFO] 1698,849,8322,254,0,0
[INFO] 1700,850,8330,254,0,0
[INFO] 1702,851,8327,254,0,0
[INFO] 1704,852,8330,254,0,0
[INFO] 1706,853,8332,254,0,0
[INFO] 1708,854,8337,254,0,0
[INFO] 1710,855,8343,254,0,0
[INFO] 1712,856,8341,254,0,0
[INFO] 1714,857,8342,254,0,0
[INFO] 1716,858,8347,254,0,0
[INFO] 1718,859,8348,254,0,0
[INFO] 1720,860,8359,254,0,0
[INFO] 1722,861,8356,254,0,0
[INFO] 1724,862,8357,254,0,0
[INFO] 1726,863,8357,254,0,0
[INFO] 1728,864,8364,254,0,0
[INFO] 1730,865,8365,254,0,0
[INFO] 1732,866,8360,254,0,0
[INFO] 1734,867,8370,254,0,0
[INFO] 1736,868,8372,254,0,0
[INFO] 1738,869,8372,254,0,0
[INFO] 1740,870,8381,254,0,0
[INFO] 1742,871,8378,254,0,0
[INFO] 1744,872,8379,254,0,0
[INFO] 1746,873,8389,254,0,0
[INFO] 1748,874,8379,254,0,0
[INFO] 1750,875,8383,254,0,0
[INFO] 1752,876,8392,254,0,0
[INFO] 1754,877,8393,254,0,0
[INFO] 1756,878,8394,254,0,0
[INFO] 1758,879,8397,254,0,0
[INFO] 1760,880,8400,254,0,0
[INFO] 1762,881,8399,254,0,0
[INFO] 1764,882,8403,254,0,0
[INFO] 1766,883,8408,254,0,0
[INFO] 1768,884,8409,254,0,0
[INFO] 1770,885,8411,254,0,0
[INFO] 1772,886,8415,254,0,0
[INFO] 1774,887,8417,254,0,0
[INFO] 1776,888,8420,254,0,0
[INFO] 1778,889,8424,255,0,0
[INFO] 1780,890,8426,254,0,0
[INFO] 1782,891,8429,254,0,0
[INFO] 1784,892,8426,254,0,0
[INFO] 1786,893,8429,254,0,0
[INFO] 1788,894,8434,254,0,0
[INFO] 1790,895,8436,254,0,0
[INFO] 1792,896,8438,254,0,0
[INFO] 1794,897,8439,254,0,0
[INFO] 1796,898,8442,254,0,0
[INFO] 1798,899,8444,254,0,0
[INFO] 1800,900,8445,254,0,0
[INFO] 1802,901,8450,254,0,0
[INFO] 1804,902,8450,254,0,0
[INFO] 1806,903,8454,254,0,0
[INFO] 1808,904,8456,254,0,0
[INFO] 1810,905,8459,254,0,0
[INFO] 1812,906,8450,254,0,0
[INFO] 1814,907,8459,254,0,0
[INFO] 1816,908,8466,254,0,0
[INFO] 1818,909,8466,254,0,0
[INFO] 1820,910,8469,254,0,0
[INFO] 1822,911,8470,254,0,0
[INFO] 1824,912,8473,254,0,0
[INFO] 1826,913,8479,254,0,0
[INFO] 1828,914,8480,254,0,0
[INFO] 1830,915,8479,254,0,0
[INFO] 1832,916,8481,254,0,0
[INFO] 1834,917,8483,254,0,0
[INFO] 1836,918,8487,254,0,0
[INFO] 1838,919,8489,254,0,0
[INFO] 1840,920,8490,254,0,0
[INFO] 1842,921,8491,254,0,0
[INFO] 1844,922,8494,254,0,0
[INFO] 1846,923,8502,254,0,0
[INFO] 1848,924,8501,254,0,0
[INFO] 1850,925,8502,254,0,0
[INFO] 1852,926,8503,254,0,0
[INFO] 1854,927,8503,254,0,0
[INFO] 1856,928,8506,254,0,0
[INFO] 1858,929,8509,254,0,0
[INFO] 1860,930,8513,254,0,0
[INFO] 1862,931,8514,254,0,0
[INFO] 1864,932,8516,254,0,0
[INFO] 1866,933,8518,254,0,0
[INFO] 1868,934,8522,254,0,0
[INFO] 1870,935,8529,254,0,0
[INFO] 1872,936,8537,254,0,0
[INFO] 1874,937,8529,254,0,0
[INFO] 1876,938,8535,254,0,0
[INFO] 1878,939,8534,254,0,0
[INFO] 1880,940,8533,254,0,0
[INFO] 1882,941,8534,254,0,0
[INFO] 1884,942,8534,254,0,0
[INFO] 1886,943,8535,254,0,0
[INFO] 1888,944,8540,254,0,0
[INFO] 1890,945,8544,254,0,0
[INFO] 1892,946,8542,254,0,0
[INFO] 1894,947,8544,254,0,0
[INFO] 1896,948,8547,254,0,0
[INFO] 1898,949,8550,254,0,0
[INFO] 1900,950,8552,254,0,0
[INFO] 1902,951,8551,254,0,0
[INFO] 1904,952,8556,254,0,0
[INFO] 1906,953,8560,254,0,0
[INFO] 1908,954,8562,254,0,0
[INFO] 1910,955,8565,254,0,0
[INFO] 1912,956,8566,254,0,0
[INFO] 1914,957,8565,254,0,0
[INFO] 1916,958,8567,254,0,0
[INFO] 1918,959,8571,254,0,0
[INFO] 1920,960,8571,254,0,0
[INFO] 1922,961,8573,254,0,0
[INFO] 1924,962,8576,254,0,0
[INFO] 1926,963,8580,254,0,0
[INFO] 1928,964,8581,254,0,0
[INFO] 1930,965,8585,254,0,0
[INFO] 1932,966,8586,254,0,0
[INFO] 1934,967,8588,254,0,0
[INFO] 1936,968,8597,254,0,0
[INFO] 1938,969,8589,254,0,0
[INFO] 1940,970,8588,254,0,0
[INFO] 1942,971,8592,254,0,0
[INFO] 1944,972,8595,254,0,0
[INFO] 1946,973,8596,254,0,0
[INFO] 1948,974,8600,254,0,0
[INFO] 1950,975,8604,254,0,0
[INFO] 1952,976,8600,254,0,0
[INFO] 1954,977,8605,254,0,0
[INFO] 1956,978,8607,254,0,0
[INFO] 1958,979,8607,254,0,0
[INFO] 1960,980,8610,254,0,0
[INFO] 1962,981,8612,254,0,0
[INFO] 1964,982,8616,254,0,0
[INFO] 1966,983,8619,254,0,0
[INFO] 1968,984,8623,254,0,0
[INFO] 1970,985,8621,254,0,0
[INFO] 1972,986,8626,254,0,0
[INFO] 1974,987,8627,254,0,0
[INFO] 1976,988,8628,254,0,0
[INFO] 1978,989,8631,254,0,0
[INFO] 1980,990,8634,254,0,0
[INFO] 1982,991,8632,254,0,0
[INFO] 1984,992,8635,254,0,0
[INFO] 1986,993,8638,254,0,0
[INFO] 1988,994,8639,254,0,0
[INFO] 1990,995,8642,254,0,0
[INFO] 1992,996,8643,254,0,0
[INFO] 1994,997,8646,254,0,0
[INFO] 1996,998,8649,254,0,0
[INFO] 1998,999,8648,254,0,0
[INFO] 2000,1000,8653,254,0,0
[INFO] 2002,1001,8651,254,0,0
[INFO] 2004,1002,8653,254,0,0
[INFO] 2006,1003,8656,254,0,0
[INFO] 2008,1004,8658,254,0,0
[INFO] 2010,1005,8660,254,0,0
[INFO] 2012,1006,8662,254,0,0
[INFO] 2014,1007,8665,254,0,0
[INFO] 2016,1008,8666,254,0,0
[INFO] 2018,1009,8664,254,0,0
[INFO] 2020,1010,8669,254,0,0
[INFO] 2022,1011,8671,254,0,0
[INFO] 2024,1012,8672,254,0,0
[INFO] 2026,1013,8678,254,0,0
[INFO] 2028,1014,8675,254,0,0
[INFO] 2030,1015,8678,254,0,0
[INFO] 2032,1016,8676,254,0,0
[INFO] 2034,1017,8679,254,0,0
[INFO] 2036,1018,8682,254,0,0
[INFO] 2038,1019,8681,254,0,0
[INFO] 2040,1020,8690,254,0,0
[INFO] 2042,1021,8684,254,0,0
[INFO] 2044,1022,8686,254,0,0
[INFO] 2046,1023,8688,254,0,0
[INFO] 2048,1024,8689,254,0,0
[INFO] 2050,1025,8692,254,0,0
[INFO] 2052,1026,8691,254,0,0
[INFO] 2054,1027,8694,254,0,0
[INFO] 2056,1028,8696,254,0,0
[INFO] 2058,1029,8735,254,0,0
[INFO] 2060,1030,8706,254,0,0
[INFO] 2062,1031,8719,254,0,0
[INFO] 2064,1032,8713,254,0,0
[INFO] 2066,1033,8716,254,0,0
[INFO] 2068,1034,8715,254,0,0
[INFO] 2070,1035,8714,254,0,0
[INFO] 2072,1036,8713,254,0,0
[INFO] 2074,1037,8713,254,0,0
[INFO] 2076,1038,8713,254,0,0
[INFO] 2078,1039,8715,254,0,0
[INFO] 2080,1040,8715,254,0,0
[INFO] 2082,1041,8720,254,0,0
[INFO] 2084,1042,8719,254,0,0
[INFO] 2086,1043,8721,254,0,0
[INFO] 2088,1044,8723,254,0,0
[INFO] 2090,1045,8730,254,0,0
[INFO] 2092,1046,8733,254,0,0
[INFO] 2094,1047,8731,254,0,0
[INFO] 2096,1048,8732,254,0,0
[INFO] 2098,1049,8732,254,0,0
[INFO] 2100,1050,8733,254,0,0
[INFO] 2102,1051,8742,254,0,0
[INFO] 2104,1052,8737,254,0,0
[INFO] 2106,1053,8740,254,0,0
[INFO] 2108,1054,8739,254,0,0
[INFO] 2110,1055,8743,254,0,0
[INFO] 2112,1056,8748,254,0,0
[INFO] 2114,1057,8748,254,0,0
[INFO] 2116,1058,8748,254,0,0
[INFO] 2118,1059,8746,254,0,0
[INFO] 2120,1060,8749,254,0,0
[INFO] 2122,1061,8754,254,0,0
[INFO] 2124,1062,8753,254,0,0
[INFO] 2126,1063,8755,254,0,0
[INFO] 2128,1064,8761,254,0,0
[INFO] 2130,1065,8757,254,0,0
[INFO] 2132,1066,8759,254,0,0
[INFO] 2134,1067,8764,254,0,0
[INFO] 2136,1068,8764,254,0,0
[INFO] 2138,1069,8764,254,0,0
[INFO] 2140,1070,8766,254,0,0
[INFO] 2142,1071,8766,254,0,0
[INFO] 2144,1072,8768,254,0,0
[INFO] 2146,1073,8774,254,0,0
[INFO] 2148,1074,8775,254,0,0
[INFO] 2150,1075,8775,254,0,0
[INFO] 2152,1076,8776,254,0,0
[INFO] 2154,1077,8779,254,0,0
[INFO] 2156,1078,8779,254,0,0
[INFO] 2158,1079,8783,254,0,0
[INFO] 2160,1080,8789,254,0,0
[INFO] 2162,1081,8788,254,0,0
[INFO] 2164,1082,8787,254,0,0
[INFO] 2166,1083,8785,254,0,0
[INFO] 2168,1084,8788,254,0,0
[INFO] 2170,1085,8789,254,0,0
[INFO] 2172,1086,8791,254,0,0
[INFO] 2174,1087,8798,254,0,0
[INFO] 2176,1088,8797,254,0,0
[INFO] 2178,1089,8797,254,0,0
[INFO] 2180,1090,8796,254,0,0
[INFO] 2182,1091,8799,254,0,0
[INFO] 2184,1092,8803,254,0,0
[INFO] 2186,1093,8806,254,0,0
[INFO] 2188,1094,8806,254,0,0
[INFO] 2190,1095,8807,254,0,0
[INFO] 2192,1096,8809,254,0,0
[INFO] 2194,1097,8802,254,0,0
[INFO] 2196,1098,8807,254,0,0
[INFO] 2198,1099,8815,254,0,0
[INFO] 2200,1100,8815,254,0,0
[INFO] 2202,1101,8816,254,0,0
[INFO] 2204,1102,8816,254,0,0
[INFO] 2206,1103,8817,254,0,0
[INFO] 2208,1104,8821,254,0,0
[INFO] 2210,1105,8826,254,0,0
[INFO] 2212,1106,8823,254,0,0
[INFO] 2214,1107,8824,254,0,0
[INFO] 2216,1108,8825,254,0,0
[INFO] 2218,1109,8826,254,0,0
[INFO] 2220,1110,8833,254,0,0
[INFO] 2222,1111,8829,254,0,0
[INFO] 2224,1112,8830,254,0,0
[INFO] 2226,1113,8832,254,0,0
[INFO] 2228,1114,8838,254,0,0
[INFO] 2230,1115,8840,254,0,0
[INFO] 2232,1116,8840,254,0,0
[INFO] 2234,1117,8839,254,0,0
[INFO] 2236,1118,8839,254,0,0
[INFO] 2238,1119,8841,254,0,0
[INFO] 2240,1120,8846,254,0,0
[INFO] 2242,1121,8846,254,0,0
[INFO] 2244,1122,8846,254,0,0
[INFO] 2246,1123,8847,254,0,0
[INFO] 2248,1124,8849,254,0,0
[INFO] 2250,1125,8856,254,0,0
[INFO] 2252,1126,8859,254,0,0
[INFO] 2254,1127,8862,256,0,0
[INFO] 2256,1128,8855,254,0,0
[INFO] 2258,1129,8862,254,0,0
[INFO] 2260,1130,8863,254,0,0
[INFO] 2262,1131,8861,254,0,0
[INFO] 2264,1132,8860,254,0,0
[INFO] 2266,1133,8860,254,0,0
[INFO] 2268,1134,8864,254,0,0
[INFO] 2270,1135,8865,254,0,0
[INFO] 2272,1136,8864,254,0,0
[INFO] 2274,1137,8865,254,0,0
[INFO] 2276,1138,8867,254,0,0
[INFO] 2278,1139,8872,254,0,0
[INFO] 2280,1140,8872,254,0,0
[INFO] 2282,1141,8873,254,0,0
[INFO] 2284,1142,8872,254,0,0
[INFO] 2286,1143,8878,254,0,0
[INFO] 2288,1144,8877,254,0,0
[INFO] 2290,1145,8877,254,0,0
[INFO] 2292,1146,8879,254,0,0
[INFO] 2294,1147,8886,254,0,0
[INFO] 2296,1148,8883,254,0,0
[INFO] 2298,1149,8883,254,0,0
[INFO] 2300,1150,8886,254,0,0
[INFO] 2302,1151,8890,254,0,0
[INFO] 2304,1152,8889,254,0,0
[INFO] 2306,1153,8888,254,0,0
[INFO] 2308,1154,8892,254,0,0
[INFO] 2310,1155,8896,254,0,0
[INFO] 2312,1156,8896,254,0,0
[INFO] 2314,1157,8894,254,0,0
[INFO] 2316,1158,8895,254,0,0
[INFO] 2318,1159,8909,254,0,0
[INFO] 2320,1160,8899,254,0,0
[INFO] 2322,1161,8898,254,0,0
[INFO] 2324,1162,8900,254,0,0
[INFO] 2326,1163,8906,254,0,0
[INFO] 2328,1164,8904,254,0,0
[INFO] 2330,1165,8906,254,0,0
[INFO] 2332,1166,8909,254,0,0
[INFO] 2334,1167,8909,254,0,0
[INFO] 2336,1168,8908,254,0,0
[INFO] 2338,1169,8911,254,0,0
[INFO] 2340,1170,8911,254,0,0
[INFO] 2342,1171,8914,254,0,0
[INFO] 2344,1172,8913,254,0,0
[INFO] 2346,1173,8915,254,0,0
[INFO] 2348,1174,8923,254,0,0
[INFO] 2350,1175,8923,254,0,0
[INFO] 2352,1176,8919,254,0,0
[INFO] 2354,1177,8923,254,0,0
[INFO] 2356,1178,8926,254,0,0
[INFO] 2358,1179,8924,254,0,0
[INFO] 2360,1180,8925,254,0,0
[INFO] 2362,1181,8932,254,0,0
[INFO] 2364,1182,8929,254,0,0
[INFO] 2366,1183,8928,254,0,0
[INFO] 2368,1184,8930,254,0,0
[INFO] 2370,1185,8934,254,0,0
[INFO] 2372,1186,8933,254,0,0
[INFO] 2374,1187,8933,254,0,0
[INFO] 2376,1188,8940,254,0,0
[INFO] 2378,1189,8939,254,0,0
[INFO] 2380,1190,8937,254,0,0
[INFO] 2382,1191,8940,254,0,0
[INFO] 2384,1192,8941,254,0,0
[INFO] 2386,1193,8940,254,0,0
[INFO] 2388,1194,8943,254,0,0
[INFO] 2390,1195,8948,254,0,0
[INFO] 2392,1196,8946,254,0,0
[INFO] 2394,1197,8947,254,0,0
[INFO] 2396,1198,8954,254,0,0
[INFO] 2398,1199,8952,254,0,0
[INFO] 2400,1200,8948,254,0,0
[INFO] 2402,1201,8953,254,0,0
[INFO] 2404,1202,8956,254,0,0
[INFO] 2406,1203,8955,254,0,0
[INFO] 2408,1204,8960,254,0,0
[INFO] 2410,1205,8956,254,0,0
[INFO] 2412,1206,8960,254,0,0
[INFO] 2414,1207,8959,254,0,0
[INFO] 2416,1208,8962,254,0,0
[INFO] 2418,1209,8964,254,0,0
[INFO] 2420,1210,8963,254,0,0
[INFO] 2422,1211,8974,254,0,0
[INFO] 2424,1212,8966,254,0,0
[INFO] 2426,1213,8967,254,0,0
[INFO] 2428,1214,8973,254,0,0
[INFO] 2430,1215,8970,254,0,0
[INFO] 2432,1216,8971,254,0,0
[INFO] 2434,1217,8977,254,0,0
[INFO] 2436,1218,8974,254,0,0
[INFO] 2438,1219,8975,254,0,0
[INFO] 2440,1220,9011,254,0,0
[INFO] 2442,1221,8983,254,0,0
[INFO] 2444,1222,8992,254,0,0
[INFO] 2446,1223,8985,254,0,0
[INFO] 2448,1224,8988,254,0,0
[INFO] 2450,1225,8986,254,0,0
[INFO] 2452,1226,8986,254,0,0
[INFO] 2454,1227,8986,254,0,0
[INFO] 2456,1228,8985,254,0,0
[INFO] 2458,1229,8991,254,0,0
[INFO] 2460,1230,8989,254,0,0
[INFO] 2462,1231,8988,254,0,0
[INFO] 2464,1232,8995,254,0,0
[INFO] 2466,1233,8991,254,0,0
[INFO] 2468,1234,8991,254,0,0
[INFO] 2470,1235,8997,254,0,0
[INFO] 2472,1236,8996,254,0,0
[INFO] 2474,1237,8998,254,0,0
[INFO] 2476,1238,9001,254,0,0
[INFO] 2478,1239,8998,254,0,0
[INFO] 2480,1240,8999,254,0,0
[INFO] 2482,1241,9004,254,0,0
[INFO] 2484,1242,9007,254,0,0
[INFO] 2486,1243,9003,254,0,0
[INFO] 2488,1244,9007,254,0,0
[INFO] 2490,1245,9004,254,0,0
[INFO] 2492,1246,9007,254,0,0
[INFO] 2494,1247,9011,254,0,0
[INFO] 2496,1248,9005,254,0,0
[INFO] 2498,1249,9015,254,0,0
[INFO] 2500,1250,9010,254,0,0
[INFO] 2502,1251,9012,254,0,0
[INFO] 2504,1252,9020,254,0,0
[INFO] 2506,1253,9015,254,0,0
[INFO] 2508,1254,9015,254,0,0
[INFO] 2510,1255,9024,254,0,0
[INFO] 2512,1256,9014,254,0,0
[INFO] 2514,1257,9017,254,0,0
[INFO] 2516,1258,9023,254,0,0
[INFO] 2518,1259,9022,254,0,0
[INFO] 2520,1260,9028,254,0,0
[INFO] 2522,1261,9025,254,0,0
[INFO] 2524,1262,9024,254,0,0
[INFO] 2526,1263,9028,254,0,0
[INFO] 2528,1264,9026,254,0,0
[INFO] 2530,1265,9029,254,0,0
[INFO] 2532,1266,9032,254,0,0
[INFO] 2534,1267,9031,254,0,0
[INFO] 2536,1268,9038,254,0,0
