nios2-terminal: connected to hardware target using JTAG UART on cable,,,,,
[INFO] 2538,1269,9033,254,0,0
[INFO] 2540,1270,9036,254,0,0
[INFO] 2542,1271,9042,255,0,0
[INFO] 2544,1272,9038,254,0,0
[INFO] 2546,1273,9039,254,0,0
[INFO] 2548,1274,9040,254,0,0
[INFO] 2550,1275,9040,254,0,0
[INFO] 2552,1276,9045,254,0,0
[INFO] 2554,1277,9041,254,0,0
[INFO] 2556,1278,9045,254,0,0
[INFO] 2558,1279,9047,254,0,0
[INFO] 2560,1280,9045,254,0,0
[INFO] 2562,1281,9051,254,0,0
[INFO] 2564,1282,9048,254,0,0
[INFO] 2566,1283,9051,254,0,0
[INFO] 2568,1284,9053,254,0,0
[INFO] 2570,1285,9051,254,0,0
[INFO] 2572,1286,9059,254,0,0
[INFO] 2574,1287,9056,254,0,0
[INFO] 2576,1288,9049,254,0,0
[INFO] 2578,1289,9056,254,0,0
[INFO] 2580,1290,9056,254,0,0
[INFO] 2582,1291,9058,254,0,0
[INFO] 2584,1292,9061,254,0,0
[INFO] 2586,1293,9060,254,0,0
[INFO] 2588,1294,9064,254,0,0
[INFO] 2590,1295,9063,254,0,0
[INFO] 2592,1296,9071,254,0,0
[INFO] 2594,1297,9065,254,0,0
[INFO] 2596,1298,9066,254,0,0
[INFO] 2598,1299,9069,254,0,0
[INFO] 2600,1300,9067,254,0,0
[INFO] 2602,1301,9075,254,0,0
[INFO] 2604,1302,9070,254,0,0
[INFO] 2606,1303,9071,254,0,0
[INFO] 2608,1304,9074,254,0,0
[INFO] 2610,1305,9076,254,0,0
[INFO] 2612,1306,9079,254,0,0
[INFO] 2614,1307,9076,254,0,0
[INFO] 2616,1308,9077,254,0,0
[INFO] 2618,1309,9078,254,0,0
[INFO] 2620,1310,9078,254,0,0
[INFO] 2622,1311,9082,254,0,0
[INFO] 2624,1312,9080,254,0,0
[INFO] 2626,1313,9087,254,0,0
[INFO] 2628,1314,9083,254,0,0
[INFO] 2630,1315,9085,254,0,0
[INFO] 2632,1316,9089,254,0,0
[INFO] 2634,1317,9091,254,0,0
[INFO] 2636,1318,9099,256,0,0
[INFO] 2638,1319,9088,254,0,0
[INFO] 2640,1320,9099,254,0,0
[INFO] 2642,1321,9093,254,0,0
[INFO] 2644,1322,9092,254,0,0
[INFO] 2646,1323,9094,254,0,0
[INFO] 2648,1324,9092,254,0,0
[INFO] 2650,1325,9095,254,0,0
[INFO] 2652,1326,9094,254,0,0
[INFO] 2654,1327,9101,254,0,0
[INFO] 2656,1328,9095,254,0,0
[INFO] 2658,1329,9097,254,0,0
[INFO] 2660,1330,9100,254,0,0
[INFO] 2662,1331,9100,254,0,0
[INFO] 2664,1332,9105,254,0,0
[INFO] 2666,1333,9100,254,0,0
[INFO] 2668,1334,9108,254,0,0
[INFO] 2670,1335,9104,254,0,0
[INFO] 2672,1336,9105,254,0,0
[INFO] 2674,1337,9107,254,0,0
[INFO] 2676,1338,9109,254,0,0
[INFO] 2678,1339,9110,254,0,0
[INFO] 2680,1340,9109,254,0,0
[INFO] 2682,1341,9115,254,0,0
[INFO] 2684,1342,9111,254,0,0
[INFO] 2686,1343,9117,254,0,0
[INFO] 2688,1344,9112,254,0,0
[INFO] 2690,1345,9116,254,0,0
[INFO] 2692,1346,9116,254,0,0
[INFO] 2694,1347,9117,254,0,0
[INFO] 2696,1348,9120,254,0,0
[INFO] 2698,1349,9118,254,0,0
[INFO] 2700,1350,9129,254,0,0
[INFO] 2702,1351,9120,254,0,0
[INFO] 2704,1352,9124,254,0,0
[INFO] 2706,1353,9121,254,0,0
[INFO] 2708,1354,9129,254,0,0
[INFO] 2710,1355,9123,254,0,0
[INFO] 2712,1356,9126,254,0,0
[INFO] 2714,1357,9129,254,0,0
[INFO] 2716,1358,9126,254,0,0
[INFO] 2718,1359,9131,254,0,0
[INFO] 2720,1360,9129,254,0,0
[INFO] 2722,1361,9132,254,0,0
[INFO] 2724,1362,9130,254,0,0
[INFO] 2726,1363,9135,254,0,0
[INFO] 2728,1364,9133,254,0,0
[INFO] 2730,1365,9140,254,0,0
[INFO] 2732,1366,9137,254,0,0
[INFO] 2734,1367,9136,254,0,0
[INFO] 2736,1368,9138,254,0,0
[INFO] 2738,1369,9139,254,0,0
[INFO] 2740,1370,9140,254,0,0
[INFO] 2742,1371,9140,254,0,0
[INFO] 2744,1372,9144,254,0,0
[INFO] 2746,1373,9141,254,0,0
[INFO] 2748,1374,9145,254,0,0
[INFO] 2750,1375,9144,254,0,0
[INFO] 2752,1376,9147,254,0,0
[INFO] 2754,1377,9143,254,0,0
[INFO] 2756,1378,9149,254,0,0
[INFO] 2758,1379,9147,254,0,0
[INFO] 2760,1380,9154,254,0,0
[INFO] 2762,1381,9148,254,0,0
[INFO] 2764,1382,9156,254,0,0
[INFO] 2766,1383,9149,254,0,0
[INFO] 2768,1384,9157,254,0,0
[INFO] 2770,1385,9153,254,0,0
[INFO] 2772,1386,9154,254,0,0
[INFO] 2774,1387,9156,254,0,0
[INFO] 2776,1388,9157,254,0,0
[INFO] 2778,1389,9159,254,0,0
[INFO] 2780,1390,9159,254,0,0
[INFO] 2782,1391,9158,254,0,0
[INFO] 2784,1392,9161,254,0,0
[INFO] 2786,1393,9161,254,0,0
[INFO] 2788,1394,9162,254,0,0
[INFO] 2790,1395,9168,254,0,0
[INFO] 2792,1396,9164,254,0,0
[INFO] 2794,1397,9168,254,0,0
[INFO] 2796,1398,9165,254,0,0
[INFO] 2798,1399,9169,254,0,0
[INFO] 2800,1400,9169,254,0,0
[INFO] 2802,1401,9171,254,0,0
[INFO] 2804,1402,9174,254,0,0
[INFO] 2806,1403,9173,254,0,0
[INFO] 2808,1404,9171,254,0,0
[INFO] 2810,1405,9175,254,0,0
[INFO] 2812,1406,9172,254,0,0
[INFO] 2814,1407,9177,254,0,0
[INFO] 2816,1408,9173,254,0,0
[INFO] 2818,1409,9178,254,0,0
[INFO] 2820,1410,9177,254,0,0
[INFO] 2822,1411,9206,254,0,0
[INFO] 2824,1412,9182,254,0,0
[INFO] 2826,1413,9194,254,0,0
[INFO] 2828,1414,9185,254,0,0
[INFO] 2830,1415,9190,254,0,0
[INFO] 2832,1416,9186,254,0,0
[INFO] 2834,1417,9188,254,0,0
[INFO] 2836,1418,9185,254,0,0
[INFO] 2838,1419,9188,254,0,0
[INFO] 2840,1420,9185,254,0,0
[INFO] 2842,1421,9187,254,0,0
[INFO] 2844,1422,9187,254,0,0
[INFO] 2846,1423,9192,254,0,0
[INFO] 2848,1424,9188,254,0,0
[INFO] 2850,1425,9192,254,0,0
[INFO] 2852,1426,9190,254,0,0
[INFO] 2854,1427,9195,254,0,0
[INFO] 2856,1428,9195,254,0,0
[INFO] 2858,1429,9195,254,0,0
[INFO] 2860,1430,9194,254,0,0
[INFO] 2862,1431,9197,254,0,0
[INFO] 2864,1432,9196,254,0,0
[INFO] 2866,1433,9204,254,0,0
[INFO] 2868,1434,9198,254,0,0
[INFO] 2870,1435,9206,254,0,0
[INFO] 2872,1436,9199,254,0,0
[INFO] 2874,1437,9202,254,0,0
[INFO] 2876,1438,9203,254,0,0
[INFO] 2878,1439,9203,254,0,0
[INFO] 2880,1440,9204,254,0,0
[INFO] 2882,1441,9205,254,0,0
[INFO] 2884,1442,9211,254,0,0
[INFO] 2886,1443,9207,254,0,0
[INFO] 2888,1444,9213,254,0,0
[INFO] 2890,1445,9207,254,0,0
[INFO] 2892,1446,9217,254,0,0
[INFO] 2894,1447,9206,254,0,0
[INFO] 2896,1448,9213,254,0,0
[INFO] 2898,1449,9212,254,0,0
[INFO] 2900,1450,9217,254,0,0
[INFO] 2902,1451,9213,254,0,0
[INFO] 2904,1452,9218,254,0,0
[INFO] 2906,1453,9214,254,0,0
[INFO] 2908,1454,9217,254,0,0
[INFO] 2910,1455,9216,254,0,0
[INFO] 2912,1456,9219,254,0,0
[INFO] 2914,1457,9219,254,0,0
[INFO] 2916,1458,9220,254,0,0
[INFO] 2918,1459,9221,254,0,0
[INFO] 2920,1460,9221,254,0,0
[INFO] 2922,1461,9224,254,0,0
[INFO] 2924,1462,9225,254,0,0
[INFO] 2926,1463,9230,254,0,0
[INFO] 2928,1464,9225,254,0,0
[INFO] 2930,1465,9229,254,0,0
[INFO] 2932,1466,9226,254,0,0
[INFO] 2934,1467,9230,254,0,0
[INFO] 2936,1468,9227,254,0,0
[INFO] 2938,1469,9232,254,0,0
[INFO] 2940,1470,9230,254,0,0
[INFO] 2942,1471,9232,254,0,0
[INFO] 2944,1472,9231,254,0,0
[INFO] 2946,1473,9232,254,0,0
[INFO] 2948,1474,9235,254,0,0
[INFO] 2950,1475,9233,254,0,0
[INFO] 2952,1476,9240,254,0,0
[INFO] 2954,1477,9236,254,0,0
[INFO] 2956,1478,9243,254,0,0
[INFO] 2958,1479,9232,254,0,0
[INFO] 2960,1480,9239,254,0,0
[INFO] 2962,1481,9239,254,0,0
[INFO] 2964,1482,9242,254,0,0
[INFO] 2966,1483,9241,254,0,0
[INFO] 2968,1484,9242,254,0,0
[INFO] 2970,1485,9242,254,0,0
[INFO] 2972,1486,9244,254,0,0
[INFO] 2974,1487,9251,254,0,0
[INFO] 2976,1488,9244,254,0,0
[INFO] 2978,1489,9250,254,0,0
[INFO] 2980,1490,9246,254,0,0
[INFO] 2982,1491,9250,254,0,0
[INFO] 2984,1492,9247,254,0,0
[INFO] 2986,1493,9250,254,0,0
[INFO] 2988,1494,9249,254,0,0
[INFO] 2990,1495,9250,254,0,0
[INFO] 2992,1496,9260,254,0,0
[INFO] 2994,1497,9252,254,0,0
[INFO] 2996,1498,9258,254,0,0
[INFO] 2998,1499,9254,254,0,0
[INFO] 3000,1500,9257,254,0,0
[INFO] 3002,1501,9255,254,0,0
[INFO] 3004,1502,9257,254,0,0
[INFO] 3006,1503,9257,254,0,0
[INFO] 3008,1504,9258,254,0,0
[INFO] 3010,1505,9265,254,0,0
[INFO] 3012,1506,9259,254,0,0
[INFO] 3014,1507,9266,254,0,0
[INFO] 3016,1508,9265,254,0,0
[INFO] 3018,1509,9272,254,0,0
[INFO] 3020,1510,9263,254,0,0
[INFO] 3022,1511,9269,254,0,0
[INFO] 3024,1512,9267,254,0,0
[INFO] 3026,1513,9265,254,0,0
[INFO] 3028,1514,9272,254,0,0
[INFO] 3030,1515,9265,254,0,0
[INFO] 3032,1516,9269,254,0,0
[INFO] 3034,1517,9267,254,0,0
[INFO] 3036,1518,9270,254,0,0
[INFO] 3038,1519,9268,254,0,0
[INFO] 3040,1520,9269,254,0,0
[INFO] 3042,1521,9277,254,0,0
[INFO] 3044,1522,9272,254,0,0
[INFO] 3046,1523,9277,254,0,0
[INFO] 3048,1524,9271,254,0,0
[INFO] 3050,1525,9276,254,0,0
[INFO] 3052,1526,9275,254,0,0
[INFO] 3054,1527,9275,254,0,0
[INFO] 3056,1528,9283,254,0,0
[INFO] 3058,1529,9278,254,0,0
[INFO] 3060,1530,9282,254,0,0
[INFO] 3062,1531,9279,254,0,0
[INFO] 3064,1532,9283,254,0,0
[INFO] 3066,1533,9281,254,0,0
[INFO] 3068,1534,9281,254,0,0
[INFO] 3070,1535,9288,254,0,0
[INFO] 3072,1536,9283,254,0,0
[INFO] 3074,1537,9287,254,0,0
[INFO] 3076,1538,9285,254,0,0
[INFO] 3078,1539,9287,254,0,0
[INFO] 3080,1540,9286,254,0,0
[INFO] 3082,1541,9291,254,0,0
[INFO] 3084,1542,9292,254,0,0
[INFO] 3086,1543,9287,254,0,0
[INFO] 3088,1544,9291,254,0,0
[INFO] 3090,1545,9290,254,0,0
[INFO] 3092,1546,9290,254,0,0
[INFO] 3094,1547,9292,254,0,0
[INFO] 3096,1548,9293,254,0,0
[INFO] 3098,1549,9296,254,0,0
[INFO] 3100,1550,9294,254,0,0
[INFO] 3102,1551,9296,254,0,0
[INFO] 3104,1552,9294,254,0,0
[INFO] 3106,1553,9295,254,0,0
[INFO] 3108,1554,9302,254,0,0
[INFO] 3110,1555,9297,254,0,0
[INFO] 3112,1556,9302,254,0,0
[INFO] 3114,1557,9301,254,0,0
[INFO] 3116,1558,9299,254,0,0
[INFO] 3118,1559,9307,254,0,0
[INFO] 3120,1560,9301,254,0,0
[INFO] 3122,1561,9306,254,0,0
[INFO] 3124,1562,9303,254,0,0
[INFO] 3126,1563,9305,254,0,0
[INFO] 3128,1564,9304,254,0,0
[INFO] 3130,1565,9304,254,0,0
[INFO] 3132,1566,9309,254,0,0
[INFO] 3134,1567,9305,254,0,0
[INFO] 3136,1568,9308,254,0,0
[INFO] 3138,1569,9307,254,0,0
[INFO] 3140,1570,9308,254,0,0
[INFO] 3142,1571,9315,254,0,0
[INFO] 3144,1572,9309,254,0,0
[INFO] 3146,1573,9313,254,0,0
[INFO] 3148,1574,9310,254,0,0
[INFO] 3150,1575,9311,254,0,0
[INFO] 3152,1576,9318,254,0,0
[INFO] 3154,1577,9313,254,0,0
[INFO] 3156,1578,9317,254,0,0
[INFO] 3158,1579,9315,254,0,0
[INFO] 3160,1580,9316,254,0,0
[INFO] 3162,1581,9322,254,0,0
[INFO] 3164,1582,9315,254,0,0
[INFO] 3166,1583,9321,254,0,0
[INFO] 3168,1584,9319,254,0,0
[INFO] 3170,1585,9319,254,0,0
[INFO] 3172,1586,9328,254,0,0
[INFO] 3174,1587,9317,254,0,0
[INFO] 3176,1588,9325,254,0,0
[INFO] 3178,1589,9322,254,0,0
[INFO] 3180,1590,9320,254,0,0
[INFO] 3182,1591,9329,254,0,0
[INFO] 3184,1592,9324,254,0,0
[INFO] 3186,1593,9331,254,0,0
[INFO] 3188,1594,9326,254,0,0
[INFO] 3190,1595,9326,254,0,0
[INFO] 3192,1596,9332,254,0,0
[INFO] 3194,1597,9327,254,0,0
[INFO] 3196,1598,9330,254,0,0
[INFO] 3198,1599,9336,254,0,0
[INFO] 3200,1600,9329,254,0,0
[INFO] 3202,1601,9335,254,0,0
[INFO] 3204,1602,9352,254,0,0
[INFO] 3206,1603,9336,254,0,0
[INFO] 3208,1604,9349,254,0,0
[INFO] 3210,1605,9337,254,0,0
[INFO] 3212,1606,9342,254,0,0
[INFO] 3214,1607,9339,254,0,0
[INFO] 3216,1608,9337,254,0,0
[INFO] 3218,1609,9342,254,0,0
[INFO] 3220,1610,9337,254,0,0
[INFO] 3222,1611,9339,254,0,0
[INFO] 3224,1612,9336,254,0,0
[INFO] 3226,1613,9338,254,0,0
[INFO] 3228,1614,9344,254,0,0
[INFO] 3230,1615,9340,254,0,0
[INFO] 3232,1616,9341,254,0,0
[INFO] 3234,1617,9347,254,0,0
[INFO] 3236,1618,9343,254,0,0
[INFO] 3238,1619,9345,254,0,0
[INFO] 3240,1620,9344,254,0,0
[INFO] 3242,1621,9344,254,0,0
[INFO] 3244,1622,9350,254,0,0
[INFO] 3246,1623,9346,254,0,0
[INFO] 3248,1624,9352,254,0,0
[INFO] 3250,1625,9354,254,0,0
[INFO] 3252,1626,9348,254,0,0
[INFO] 3254,1627,9351,254,0,0
[INFO] 3256,1628,9350,254,0,0
[INFO] 3258,1629,9351,254,0,0
[INFO] 3260,1630,9353,254,0,0
[INFO] 3262,1631,9351,254,0,0
[INFO] 3264,1632,9354,254,0,0
[INFO] 3266,1633,9353,254,0,0
[INFO] 3268,1634,9355,254,0,0
[INFO] 3270,1635,9358,254,0,0
[INFO] 3272,1636,9355,254,0,0
[INFO] 3274,1637,9358,254,0,0
[INFO] 3276,1638,9358,254,0,0
[INFO] 3278,1639,9355,254,0,0
[INFO] 3280,1640,9359,254,0,0
[INFO] 3282,1641,9366,254,0,0
[INFO] 3284,1642,9359,254,0,0
[INFO] 3286,1643,9363,254,0,0
[INFO] 3288,1644,9359,254,0,0
[INFO] 3290,1645,9359,254,0,0
[INFO] 3292,1646,9366,254,0,0
[INFO] 3294,1647,9362,254,0,0
[INFO] 3296,1648,9364,254,0,0
[INFO] 3298,1649,9370,254,0,0
[INFO] 3300,1650,9365,254,0,0
[INFO] 3302,1651,9367,254,0,0
[INFO] 3304,1652,9367,254,0,0
[INFO] 3306,1653,9368,254,0,0
[INFO] 3308,1654,9372,254,0,0
[INFO] 3310,1655,9369,254,0,0
[INFO] 3312,1656,9368,254,0,0
[INFO] 3314,1657,9374,254,0,0
[INFO] 3316,1658,9369,254,0,0
[INFO] 3318,1659,9371,254,0,0
[INFO] 3320,1660,9379,254,0,0
[INFO] 3322,1661,9372,254,0,0
[INFO] 3324,1662,9375,254,0,0
[INFO] 3326,1663,9373,254,0,0
[INFO] 3328,1664,9373,254,0,0
[INFO] 3330,1665,9380,254,0,0
[INFO] 3332,1666,9375,254,0,0
[INFO] 3334,1667,9375,254,0,0
[INFO] 3336,1668,9382,254,0,0
[INFO] 3338,1669,9379,254,0,0
[INFO] 3340,1670,9374,254,0,0
[INFO] 3342,1671,9383,254,0,0
[INFO] 3344,1672,9379,254,0,0
[INFO] 3346,1673,9381,254,0,0
[INFO] 3348,1674,9388,254,0,0
[INFO] 3350,1675,9381,254,0,0
[INFO] 3352,1676,9384,254,0,0
[INFO] 3354,1677,9384,254,0,0
[INFO] 3356,1678,9384,254,0,0
[INFO] 3358,1679,9387,254,0,0
[INFO] 3360,1680,9385,254,0,0
[INFO] 3362,1681,9384,254,0,0
[INFO] 3364,1682,9390,254,0,0
[INFO] 3366,1683,9387,254,0,0
[INFO] 3368,1684,9385,254,0,0
[INFO] 3370,1685,9393,254,0,0
[INFO] 3372,1686,9388,254,0,0
[INFO] 3374,1687,9392,254,0,0
[INFO] 3376,1688,9396,254,0,0
[INFO] 3378,1689,9391,254,0,0
[INFO] 3380,1690,9393,254,0,0
[INFO] 3382,1691,9398,254,0,0
[INFO] 3384,1692,9392,254,0,0
[INFO] 3386,1693,9395,254,0,0
[INFO] 3388,1694,9394,254,0,0
[INFO] 3390,1695,9394,254,0,0
[INFO] 3392,1696,9398,254,0,0
[INFO] 3394,1697,9396,254,0,0
[INFO] 3396,1698,9397,254,0,0
[INFO] 3398,1699,9404,254,0,0
[INFO] 3400,1700,9404,256,0,0
[INFO] 3402,1701,9398,254,0,0
[INFO] 3404,1702,9407,254,0,0
[INFO] 3406,1703,9402,254,0,0
[INFO] 3408,1704,9400,254,0,0
[INFO] 3410,1705,9405,254,0,0
[INFO] 3412,1706,9400,254,0,0
[INFO] 3414,1707,9399,254,0,0
[INFO] 3416,1708,9407,254,0,0
[INFO] 3418,1709,9402,254,0,0
[INFO] 3420,1710,9402,254,0,0
[INFO] 3422,1711,9409,254,0,0
[INFO] 3424,1712,9404,254,0,0
[INFO] 3426,1713,9406,254,0,0
[INFO] 3428,1714,9412,254,0,0
[INFO] 3430,1715,9405,254,0,0
[INFO] 3432,1716,9407,254,0,0
[INFO] 3434,1717,9414,254,0,0
[INFO] 3436,1718,9408,254,0,0
[INFO] 3438,1719,9410,254,0,0
[INFO] 3440,1720,9417,254,0,0
[INFO] 3442,1721,9409,254,0,0
[INFO] 3444,1722,9412,254,0,0
[INFO] 3446,1723,9419,254,0,0
[INFO] 3448,1724,9412,254,0,0
[INFO] 3450,1725,9414,254,0,0
[INFO] 3452,1726,9420,254,0,0
[INFO] 3454,1727,9414,254,0,0
[INFO] 3456,1728,9416,254,0,0
[INFO] 3458,1729,9423,254,0,0
[INFO] 3460,1730,9415,254,0,0
[INFO] 3462,1731,9417,254,0,0
[INFO] 3464,1732,9429,254,0,0
[INFO] 3466,1733,9417,254,0,0
[INFO] 3468,1734,9418,254,0,0
[INFO] 3470,1735,9425,254,0,0
[INFO] 3472,1736,9419,254,0,0
[INFO] 3474,1737,9421,254,0,0
[INFO] 3476,1738,9428,254,0,0
[INFO] 3478,1739,9423,254,0,0
[INFO] 3480,1740,9422,254,0,0
[INFO] 3482,1741,9429,254,0,0
[INFO] 3484,1742,9423,254,0,0
[INFO] 3486,1743,9424,254,0,0
[INFO] 3488,1744,9430,254,0,0
[INFO] 3490,1745,9424,254,0,0
[INFO] 3492,1746,9426,254,0,0
[INFO] 3494,1747,9433,254,0,0
[INFO] 3496,1748,9428,254,0,0
[INFO] 3498,1749,9427,254,0,0
[INFO] 3500,1750,9435,254,0,0
[INFO] 3502,1751,9429,254,0,0
[INFO] 3504,1752,9429,254,0,0
[INFO] 3506,1753,9435,254,0,0
[INFO] 3508,1754,9431,254,0,0
[INFO] 3510,1755,9430,254,0,0
[INFO] 3512,1756,9436,254,0,0
[INFO] 3514,1757,9432,254,0,0
[INFO] 3516,1758,9431,254,0,0
[INFO] 3518,1759,9438,254,0,0
[INFO] 3520,1760,9433,254,0,0
[INFO] 3522,1761,9434,254,0,0
[INFO] 3524,1762,9440,254,0,0
[INFO] 3526,1763,9435,254,0,0
[INFO] 3528,1764,9436,254,0,0
[INFO] 3530,1765,9439,254,0,0
[INFO] 3532,1766,9437,254,0,0
[INFO] 3534,1767,9437,254,0,0
[INFO] 3536,1768,9441,254,0,0
[INFO] 3538,1769,9439,254,0,0
[INFO] 3540,1770,9439,254,0,0
[INFO] 3542,1771,9443,254,0,0
[INFO] 3544,1772,9449,254,0,0
[INFO] 3546,1773,9439,254,0,0
[INFO] 3548,1774,9444,254,0,0
[INFO] 3550,1775,9450,254,0,0
[INFO] 3552,1776,9443,254,0,0
[INFO] 3554,1777,9447,254,0,0
[INFO] 3556,1778,9447,254,0,0
[INFO] 3558,1779,9446,254,0,0
[INFO] 3560,1780,9444,254,0,0
[INFO] 3562,1781,9451,254,0,0
[INFO] 3564,1782,9447,254,0,0
[INFO] 3566,1783,9446,254,0,0
[INFO] 3568,1784,9455,254,0,0
[INFO] 3570,1785,9448,254,0,0
[INFO] 3572,1786,9448,254,0,0
[INFO] 3574,1787,9452,254,0,0
[INFO] 3576,1788,9449,254,0,0
[INFO] 3578,1789,9450,254,0,0
[INFO] 3580,1790,9452,254,0,0
[INFO] 3582,1791,9458,254,0,0
[INFO] 3584,1792,9452,254,0,0
[INFO] 3586,1793,9472,254,0,0
[INFO] 3588,1794,9462,254,0,0
[INFO] 3590,1795,9463,254,0,0
[INFO] 3592,1796,9458,254,0,0
[INFO] 3594,1797,9464,254,0,0
[INFO] 3596,1798,9459,254,0,0
[INFO] 3598,1799,9457,254,0,0
[INFO] 3600,1800,9461,254,0,0
[INFO] 3602,1801,9457,254,0,0
[INFO] 3604,1802,9457,254,0,0
[INFO] 3606,1803,9458,254,0,0
[INFO] 3608,1804,9465,254,0,0
[INFO] 3610,1805,9459,254,0,0
[INFO] 3612,1806,9460,254,0,0
[INFO] 3614,1807,9466,254,0,0
[INFO] 3616,1808,9460,254,0,0
[INFO] 3618,1809,9461,254,0,0
[INFO] 3620,1810,9468,254,0,0
[INFO] 3622,1811,9462,254,0,0
[INFO] 3624,1812,9463,254,0,0
[INFO] 3626,1813,9467,254,0,0
[INFO] 3628,1814,9464,254,0,0
[INFO] 3630,1815,9468,254,0,0
[INFO] 3632,1816,9467,254,0,0
[INFO] 3634,1817,9473,254,0,0
[INFO] 3636,1818,9465,254,0,0
[INFO] 3638,1819,9468,254,0,0
[INFO] 3640,1820,9474,254,0,0
[INFO] 3642,1821,9465,254,0,0
[INFO] 3644,1822,9468,254,0,0
[INFO] 3646,1823,9474,254,0,0
[INFO] 3648,1824,9469,254,0,0
[INFO] 3650,1825,9471,254,0,0
[INFO] 3652,1826,9473,254,0,0
[INFO] 3654,1827,9478,254,0,0
[INFO] 3656,1828,9474,254,0,0
[INFO] 3658,1829,9470,254,0,0
[INFO] 3660,1830,9477,254,0,0
[INFO] 3662,1831,9474,254,0,0
[INFO] 3664,1832,9474,254,0,0
[INFO] 3666,1833,9478,254,0,0
[INFO] 3668,1834,9476,254,0,0
[INFO] 3670,1835,9475,254,0,0
[INFO] 3672,1836,9477,254,0,0
[INFO] 3674,1837,9483,254,0,0
[INFO] 3676,1838,9477,254,0,0
[INFO] 3678,1839,9478,254,0,0
[INFO] 3680,1840,9483,254,0,0
[INFO] 3682,1841,9480,254,0,0
[INFO] 3684,1842,9479,254,0,0
[INFO] 3686,1843,9484,254,0,0
[INFO] 3688,1844,9491,255,0,0
[INFO] 3690,1845,9482,254,0,0
[INFO] 3692,1846,9483,254,0,0
[INFO] 3694,1847,9488,254,0,0
[INFO] 3696,1848,9483,254,0,0
[INFO] 3698,1849,9482,254,0,0
[INFO] 3700,1850,9487,254,0,0
[INFO] 3702,1851,9486,254,0,0
[INFO] 3704,1852,9485,254,0,0
[INFO] 3706,1853,9487,254,0,0
[INFO] 3708,1854,9492,254,0,0
[INFO] 3710,1855,9486,254,0,0
[INFO] 3712,1856,9488,254,0,0
[INFO] 3714,1857,9492,254,0,0
[INFO] 3716,1858,9488,254,0,0
[INFO] 3718,1859,9489,254,0,0
[INFO] 3720,1860,9493,254,0,0
[INFO] 3722,1861,9493,254,0,0
[INFO] 3724,1862,9489,254,0,0
[INFO] 3726,1863,9491,254,0,0
[INFO] 3728,1864,9496,254,0,0
[INFO] 3730,1865,9493,254,0,0
[INFO] 3732,1866,9492,254,0,0
[INFO] 3734,1867,9495,254,0,0
[INFO] 3736,1868,9502,254,0,0
[INFO] 3738,1869,9495,254,0,0
[INFO] 3740,1870,9495,254,0,0
[INFO] 3742,1871,9500,254,0,0
[INFO] 3744,1872,9496,254,0,0
[INFO] 3746,1873,9496,254,0,0
[INFO] 3748,1874,9500,254,0,0
[INFO] 3750,1875,9503,254,0,0
[INFO] 3752,1876,9497,254,0,0
[INFO] 3754,1877,9498,254,0,0
[INFO] 3756,1878,9505,254,0,0
[INFO] 3758,1879,9500,254,0,0
[INFO] 3760,1880,9500,254,0,0
[INFO] 3762,1881,9502,254,0,0
[INFO] 3764,1882,9507,254,0,0
[INFO] 3766,1883,9501,254,0,0
[INFO] 3768,1884,9501,254,0,0
[INFO] 3770,1885,9507,254,0,0
